date_time,magnitude,depth,latitude,longitude,sig,tsunami
7/21/2021 21:15,6.7,10,7.5904,-82.8813,830,1
7/23/2021 20:48,6.7,110,13.6989,120.713,935,1
7/29/2021 6:15,8.2,35,55.3154,-157.829,1252,1
7/29/2021 6:15,8.2,46.66,55.4742,-157.917,1237,1
8/11/2021 17:46,7.1,55.14,6.4547,126.742,846,1
8/12/2021 18:32,7.5,47.23,-57.5959,-25.1874,868,1
8/12/2021 18:35,8.1,22.79,-58.4157,-25.3206,1009,0
8/14/2021 11:57,6.9,33.3,55.2364,-157.707,738,1
8/14/2021 11:57,6.9,20.74,55.2657,-157.68,738,1
8/14/2021 12:29,7.2,10,18.3521,-73.4804,2331,1
8/16/2021 11:10,6.9,16.7,-58.3814,-23.3318,734,1
8/18/2021 10:10,6.9,93,-14.892,167.085,741,1
8/22/2021 0:45,6.6,7,-60.1023,-24.4608,670,1
8/22/2021 21:33,7.1,6,-60.3026,-24.9992,776,1
9/8/2021 1:47,7,20,16.9502,-99.7877,2504,1
9/22/2021 9:57,6.5,21,12.1598,-87.8542,684,1
10/2/2021 6:29,7.3,527,-21.1036,174.895,826,1
10/9/2021 10:58,6.9,535,-21.1704,174.54,740,1
10/11/2021 9:10,6.9,51.6,56.2581,-156.492,995,1
11/10/2021 15:45,6.6,12,23.5414,126.48,688,1
11/28/2021 10:52,7.5,126,-4.4898,-76.8461,1094,1
12/14/2021 3:20,7.3,14.27,-7.6033,122.2,854,1
12/29/2021 18:25,7.3,165.49,-7.5924,127.581,921,0
1/7/2022 17:45,6.6,13,37.8167,101.299,1012,0
1/11/2022 1:07,6.6,21,35.1456,31.9095,976,0
1/11/2022 11:35,6.8,20,52.6563,-167.917,730,1
1/11/2022 11:35,6.7,33,52.48,-167.736,691,1
1/11/2022 11:35,6.7,33,52.48,-167.736,691,1
1/11/2022 12:39,6.6,19,52.6252,-168.15,674,1
1/11/2022 12:39,6.5,37,52.502,-168.08,650,1
1/11/2022 12:39,6.5,37,52.502,-168.08,650,1
1/14/2022 9:05,6.6,33,-6.9291,105.251,785,0
1/29/2022 2:46,6.5,8,-29.535,-176.729,651,1
2/3/2022 15:58,6.5,110,-4.455,-76.9395,690,0
2/16/2022 20:21,6.8,535,-23.7852,-179.968,712,1
3/2/2022 12:52,6.6,24,-30.0528,-177.74,670,1
3/13/2022 21:09,6.7,28,-0.6831,98.6034,708,0
3/16/2022 14:36,7.3,41,37.7015,141.587,2397,1
3/22/2022 17:41,6.7,24,23.3421,121.636,806,1
3/30/2022 20:56,6.9,10,-22.72,170.277,738,1
3/31/2022 5:44,7,10,-22.5732,170.349,763,1
4/21/2022 7:42,6.6,27,11.5538,-86.9919,762,1
5/10/2022 23:06,6.8,220,-23.6141,-66.7236,762,1
5/19/2022 10:13,6.9,10,-54.1325,159.027,733,1
5/26/2022 12:02,7.2,236,-14.8628,-70.3081,876,1
6/8/2022 0:55,6.5,622.73,-9.0618,-71.1647,653,0
7/27/2022 0:43,7,33.729,17.5978,120.809,1351,1
8/14/2022 13:44,6.6,30,-32.6922,-178.959,672,1
9/5/2022 4:52,6.6,12,29.7263,102.279,1043,0
9/10/2022 23:47,7.6,116,-6.2237,146.471,965,1
9/14/2022 11:04,7,137,-21.2077,170.239,761,1
9/17/2022 13:41,6.5,10,23.029,121.348,756,1
9/18/2022 6:44,6.9,10,23.1444,121.307,887,1
9/19/2022 18:05,7.6,26.943,18.3667,-103.252,1799,1
9/22/2022 6:16,6.8,20,18.33,-102.913,1179,1
10/20/2022 11:57,6.7,20,7.6712,-82.3396,797,1
11/9/2022 9:38,6.8,630.379,-25.9678,178.363,711,1
11/9/2022 9:51,7,660,-26.0442,178.381,755,1
11/9/2022 10:14,6.6,624.464,-25.5948,178.278,670,1
11/11/2022 10:48,7.3,37,-19.2918,-172.129,833,1
11/12/2022 7:09,7,579,-20.0508,-178.346,755,1
11/18/2022 13:37,6.9,25,-4.9559,100.738,735,0
11/22/2022 2:03,7,14,-9.7963,159.596,768,1
12/4/2022 19:24,6.8,38,-15.3983,-172.968,720,1
1/8/2023 12:32,7,29,-14.9383,166.878,768,1
1/9/2023 17:47,7.6,105.249,-7.0852,130.039,957,0
1/18/2023 6:06,7,28.566,2.7401,127.051,756,1
1/20/2023 22:09,6.8,610.671,-26.7209,-63.0394,718,0
2/6/2023 1:17,7.8,17.925,37.2012,36.9997,2910,0
2/6/2023 1:28,6.7,14.497,37.4135,36.8306,800,0
2/6/2023 10:24,7.5,10,38.0235,37.203,1411,0
2/23/2023 0:37,6.8,20.522,38.0726,73.2077,737,0
3/1/2023 5:36,6.5,598.925,-4.8138,149.487,652,1
3/2/2023 18:04,6.5,10,-15.3597,166.385,653,1
3/4/2023 6:41,6.9,205.681,-29.4748,-178.787,735,1
3/16/2023 0:56,7,22.065,-30.1147,-176.112,756,1
3/18/2023 17:12,6.8,65.842,-2.851,-79.8001,1159,1
3/21/2023 16:47,6.5,187.589,36.5227,70.9787,1350,0
3/22/2023 16:00,6.5,209.976,-23.4797,-66.5108,656,0
4/2/2023 18:04,7,62.603,-4.2924,143.155,781,1
4/3/2023 3:06,6.5,105.631,52.7772,158.484,655,1
4/14/2023 9:55,7,594.028,-6.0255,112.033,818,0
4/18/2023 4:31,6.7,595.854,-22.2844,179.391,691,1
4/24/2023 0:41,7.1,43.063,-30.0249,-177.897,777,1
4/24/2023 20:00,7.1,15.462,-0.781,98.5339,838,0
4/28/2023 3:13,6.6,598.467,-25.2657,178.424,670,0
5/10/2023 16:02,7.6,210.097,-15.6002,-174.608,907,1
5/19/2023 2:57,7.7,18.027,-23.2286,170.694,927,1
5/20/2023 1:51,7.1,35.981,-23.0622,170.456,777,1
5/25/2023 3:05,6.6,10,8.8894,-77.1231,733,1
6/15/2023 18:06,7.2,167.404,-22.9824,-177.208,804,1
7/2/2023 10:27,6.9,229,-17.853,-174.937,741,1
7/10/2023 20:28,6.6,10,20.0196,-61.0955,802,1
7/16/2023 6:48,7.3,21,54.49,-160.796,820,1
7/16/2023 6:48,7.2,32.571,54.3844,-160.699,860,1
7/17/2023 3:05,6.6,171.371,-38.1911,-70.3731,899,0
7/19/2023 0:22,6.5,69.727,12.814,-88.1265,775,0
8/16/2023 12:47,6.5,192.955,-13.8814,167.158,657,0
